route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
OCESN-87444539-87448001,OCESN,"","Argentan - Flers",,3,,,
OCESN-87444539-87449330,OCESN,"","Argentan - Bagnoles- Orne Egl.Mad.",,3,,,
OCE372847,OCESN,"","Autocars L'Aigle / Surdon / Alençon",,3,,,
OCESN-87393488-87444638,OCESN,"","Dreux - L'Aigle",,3,,,
OCESN-87444711-87444638,OCESN,"","Alençon - L'Aigle",,3,,,
OCESN-87321992-87447698,OCESN,"","Le Mont St Michel - Villedieu (Gare)",,3,,,
OCESN-87444638-87444562,OCESN,"","L'Aigle - Surdon",,3,,,
OCE616989,OCESN,"","Cars Strasbourg - Barr - Sélestat",,3,,,
OCE645627,OCESN,"","Cars Travaux Mulhouse - Thann - Kruth",,3,,,
OCE645599,OCESN,"","Cars Travaux Colmar - Metzeral",,3,,,
OCE645593,OCESN,"","Cars Travaux Strasbourg - Lauterbourg",,3,,,
OCESN-87182014-87182816,OCESN,"","Colmar - Metzeral",,2,,,
OCESN-87212027-87214056,OCESN,"","Strasbourg - Sélestat",,2,,,
OCESN-87214783-87212027,OCESN,"","Saales - Strasbourg",,2,,,
OCESN-87213058-87212027,OCESN,"","Haguenau - Strasbourg",,2,,,
OCESN-87214577-87212027,OCESN,"","Molsheim - Strasbourg",,2,,,
OCESN-87213058-87213470,OCESN,"","Haguenau - Wissembourg",,3,,,
OCESN-85000109-87182063,OCESN,"","Basel-SBB - Mulhouse",,2,,,
OCESN-87212225-87212027,OCESN,"","Saverne - Strasbourg",,2,,,
OCESN-87184002-87182063,OCESN,"","Belfort-Ville - Mulhouse",,2,,,
OCESN-87182642-87182568,OCESN,"","Kruth - Thann",,2,,,
OCESN-87182642-87182063,OCESN,"","Kruth - Mulhouse",,2,,,
OCESN-87213058-87213256,OCESN,"","Haguenau - Niederbronn",,3,,,
OCESN-87214247-87212027,OCESN,"","Barr - Strasbourg",,2,,,
OCESN-87214726-87212027,OCESN,"","Rothau - Strasbourg",,2,,,
OCE596933,OCESN,"","Cars Mulhouse-Belfort",,3,,,
OCESN-87212142-87212027,OCESN,"","Mommenheim - Strasbourg",,2,,,
OCESN-87193615-87212027,OCESN,"","Sarreguemines - Strasbourg",,2,,,
OCESN-87215665-87212027,OCESN,"","Diemeringen - Strasbourg",,3,,,
OCESN-80142927-87212027,OCESN,"","Kehl - Strasbourg",,3,,,
OCE600930,OCESN,"","Cars Strasbourg -Haguenau",,3,,,
OCE616986,OCESN,"","Cars Mulhouse - St Louis - Bâle",,3,,,
OCE528888,OCESN,"","Cars Sélestat - Ribeauvillé - (Riquewihr)",,3,,,
OCESN-87552141-87214056,OCESN,"","Ribeauville-Gare-Routiè - Sélestat",,3,,,
OCESN-87702076-87214056,OCESN,"","Riquewihr-Poste - Sélestat",,3,,,
OCE600932,OCESN,"","Cars Strasbourg-Lauterbourg",,3,,,
OCESN-87212340-87212027,OCESN,"","Herrlisheim (Bas-Rhin) - Strasbourg",,3,,,
OCESN-87182642-87182618,OCESN,"","Kruth - Wesserling",,3,,,
OCE468860,OCESN,"","Cars Frohmuhl-Saverne",,3,,,
OCESN-87214577-87214056,OCESN,"","Molsheim - Sélestat",,3,,,
OCESN-87642389-87212225,OCESN,"","Frohmuhl- (Lavoir) - Saverne",,3,,,
OCESN-87642389-87642223,OCESN,"","Frohmuhl- (Lavoir) - Saverne-(Lycée-Verne)",,3,,,
OCESN-87213785-87642223,OCESN,"","Ingwiller - Saverne-(Lycée-Verne)",,3,,,
OCE616985,OCESN,"","Cars Colmar - Bollwiller - Mulhouse",,3,,,
OCESN-87182014-87182717,OCESN,"","Colmar - Raedersheim",,3,,,
OCESN-87213785-87642256,OCESN,"","Ingwiller - Saverne-(Ht-Barr)",,3,,,
OCESN-87639989-87212225,OCESN,"","Hattmatt-S.-Polyvalente - Saverne",,3,,,
OCE600931,OCESN,"","Cars Strasbourg - Saverne",,3,,,
OCE468861,OCESN,"","Cars Saverne-Hattmatt",,3,,,
OCESN-87640482-87214056,OCESN,"","Lièpvre-(Rte-Vancelle) - Sélestat",,3,,,
OCE616987,OCESN,"","Cars Mulhouse - Kruth",,3,,,
OCESN-87640839-87640391,OCESN,"","Liepvre-(-R.-GUTH-) - Sèlestat-(Schwilgué)",,3,,,
OCESN-87639989-87642223,OCESN,"","Hattmatt-S.-Polyvalente - Saverne-(Lycée-Verne)",,3,,,
OCE476859,OCESN,"","Cars Strasbourg-Sélestat via Erstein",,3,,,
OCESN-87214122-87212027,OCESN,"","Benfeld - Strasbourg",,3,,,
OCE468859,OCESN,"","Cars St-Dié-Ste Marie aux Mines-Sélestat",,3,,,
OCESN-87182238-87182063,OCESN,"","Altkirch - Mulhouse",,3,,,
OCESN-87215160-87212225,OCESN,"","Lutzelbourg - Saverne",,3,,,
OCESN-87182410-87642157,OCESN,"","Cernay (Haut-Rhin) - Sewen-(Eglise)",,3,,,
OCE472859,OCESN,"","Cars Sewen-Cernay",,3,,,
OCE829898,OCESN,"","Cars Saverne - Lutzelbourg",,3,,,
OCESN-87641688-87642157,OCESN,"","Cernay-(Lycée) - Sewen-(Eglise)",,3,,,
OCESN-87639989-87642256,OCESN,"","Hattmatt-S.-Polyvalente - Saverne-(Ht-Barr)",,3,,,
OCESN-87214528-87212027,OCESN,"","Entzheim-Aéroport - Strasbourg",,3,,,
OCE616984,OCESN,"","Cars Colmar - Munster - Metzeral",,3,,,
OCESN-87639989-87642249,OCESN,"","Hattmatt-S.-Polyvalente - Saverne-(Pl.-Dragons)",,3,,,
OCESN-87214247-87214577,OCESN,"","Barr - Molsheim",,3,,,
OCE616990,OCESN,"","Cars Strasbourg - Rothau - Saales",,3,,,
OCESN-87640870-87640391,OCESN,"","Ste-Croix/Mines-Sq-de-G - Sèlestat-(Schwilgué)",,3,,,
OCE600927,OCESN,"","Cars Strasbourg-Sarreguemines",,3,,,
OCESN-87212027-87213744,OCESN,"","Strasbourg - Wingen-sur-Moder",,3,,,
OCESN-87212464-87212407,OCESN,"","Lauterbourg - Roeschwoog",,3,,,
OCESN-87642389-87642256,OCESN,"","Frohmuhl- (Lavoir) - Saverne-(Ht-Barr)",,3,,,
OCESN-87184002-87184275,OCESN,"","Belfort-Ville - Montreux-Vieux",,3,,,
OCESN-87193839-87213256,OCESN,"","Bitche-Camp - Niederbronn",,3,,,
OCE600929,OCESN,"","Cars Haguenau - Niederbronn - Bitche",,3,,,
OCE596931,OCESN,"","Cars Haguenau-Obermodern-Saverne",,3,,,
OCESN-87642306-87213884,OCESN,"","Bouxwiller-Schattenmann - Niedermodern/Uberach",,3,,,
OCESN-87639997-87213884,OCESN,"","Bouxwiller-Babenhausen - Niedermodern/Uberach",,3,,,
OCE600928,OCESN,"","Cars Haguenau - Wissembourg",,3,,,
OCESN-87193821-87213256,OCESN,"","Bitche - Niederbronn",,3,,,
OCESN-87193821-87213058,OCESN,"","Bitche - Haguenau",,3,,,
OCESN-87639997-87642264,OCESN,"","Bouxwiller-Babenhausen - Dossenheim-(Mairie)",,3,,,
OCESN-87642298-87212225,OCESN,"","Neuwiller-R.-Bouxwiller - Saverne",,3,,,
OCESN-87193839-87213058,OCESN,"","Bitche-Camp - Haguenau",,3,,,
OCESN-87213165-87658849,OCESN,"","Obermodern - Pfaffenhoffen-(Mairie).",,3,,,
OCESN-87678680-87212225,OCESN,"","Haguenau-Moulin-Neuf. - Saverne",,3,,,
OCESN-87213165-87212225,OCESN,"","Obermodern - Saverne",,3,,,
OCESN-87213058-87660381,OCESN,"","Haguenau - Wissembourg-Altenstadt.",,3,,,
OCESN-87213884-87212225,OCESN,"","Niedermodern/Uberach - Saverne",,3,,,
OCESN-87678680-87213785,OCESN,"","Haguenau-Moulin-Neuf. - Ingwiller",,3,,,
OCESN-87213165-87642256,OCESN,"","Obermodern - Saverne-(Ht-Barr)",,3,,,
OCESN-87642306-87213165,OCESN,"","Bouxwiller-Schattenmann - Obermodern",,3,,,
OCESN-87144014-87214056,OCESN,"","St-Dié-des-Vosges - Sélestat",,3,,,
OCESN-87640938-87214056,OCESN,"","Ste-Marie-/-Mines-Maire - Sélestat",,3,,,
OCESN-87640946-87214056,OCESN,"","Ste-Marie-/-Ms-Pl-.CdG - Sélestat",,3,,,
OCESN-87640946-87640375,OCESN,"","Ste-Marie-/-Ms-Pl-.CdG - Sélestat-(Schweisguth)",,3,,,
OCESN-87640938-87640391,OCESN,"","Ste-Marie-/-Mines-Maire - Sèlestat-(Schwilgué)",,3,,,
OCESN-87640953-87214056,OCESN,"","Ste-Marie/-Ms-(-Théâtre - Sélestat",,3,,,
OCE616988,OCESN,"","Cars Ingwiller - Wimmenau - Lichtenberg",,3,,,
OCESN-87213785-87213769,OCESN,"","Ingwiller - Wimmenau",,3,,,
OCESN-87213785-87654384,OCESN,"","Ingwiller - Lichtenberg-(Eglise).",,3,,,
OCESN-87678680-87213165,OCESN,"","Haguenau-Moulin-Neuf. - Obermodern",,3,,,
OCESN-87642264-87678680,OCESN,"","Dossenheim-(Mairie) - Haguenau-Moulin-Neuf.",,3,,,
OCESN-87642264-87213165,OCESN,"","Dossenheim-(Mairie) - Obermodern",,3,,,
OCESN-87213884-87213165,OCESN,"","Niedermodern/Uberach - Obermodern",,3,,,
OCESN-87658849-87212225,OCESN,"","Pfaffenhoffen-(Mairie). - Saverne",,3,,,
OCESN-87642306-87678680,OCESN,"","Bouxwiller-Schattenmann - Haguenau-Moulin-Neuf.",,3,,,
OCE464859,OCESN,"","Cars Mommenheim-Bouxwiller",,3,,,
OCESN-87936989-87212142,OCESN,"","Buswiller-Eglise - Mommenheim",,3,,,
OCESN-87639971-87212142,OCESN,"","Ettendorf-(Angle-Pont) - Mommenheim",,3,,,
OCESN-87639963-87212142,OCESN,"","Ettendorf-Pl,-de-L'ecol - Mommenheim",,3,,,
OCESN-87639997-87212142,OCESN,"","Bouxwiller-Babenhausen - Mommenheim",,3,,,
OCE180695,OCESN,"","Bus 4733 4734 Toulouse Ax - Foix Tarascon Latour de Carol",,3,,,
OCE645732,OCESN,"","" 	Toulouse / Figeac / Aurillac"",,2,,,
OCE4629,OCESN,"","Toulouse / Brive",,2,,,
OCE4630,OCESN,"","Toulouse / Agen / Bordeaux",,2,,,
OCE4621,OCESN,"","Toulouse / Rodez",,2,,,
OCE4626,OCESN,"","Toulouse / Luchon / Pau",,3,,,
OCE4620,OCESN,"","Toulouse / Mazamet",,2,,,
OCESN-87615542-87611004,OCESN,"","Mazamet - Toulouse-Matabiau",,2,,,
OCESN-87615005-87611004,OCESN,"","Albi-Ville - Toulouse-Matabiau",,2,,,
OCE645731,OCESN,"","" 	Toulouse / Figeac "",,3,,,
OCESN-87613091-87611004,OCESN,"","Figeac - Toulouse-Matabiau",,2,,,
OCESN-87611616-87611004,OCESN,"","Foix - Toulouse-Matabiau",,2,,,
OCESN-87611533-87611004,OCESN,"","Ax-les-Thermes - Toulouse-Matabiau",,2,,,
OCESN-87611152-87611004,OCESN,"","Montréjeau-Gourdan-Pol. - Toulouse-Matabiau",,2,,,
OCESN-87671008-87611004,OCESN,"","Tarbes - Toulouse-Matabiau",,2,,,
OCESN-87672006-87611004,OCESN,"","Pau - Toulouse-Matabiau",,2,,,
OCESN-87611095-87671008,OCESN,"","Boussens - Tarbes",,3,,,
OCESN-87611095-87672006,OCESN,"","Boussens - Pau",,3,,,
OCESN-87611095-87671339,OCESN,"","Boussens - Lourdes",,3,,,
OCESN-87672006-87671008,OCESN,"","Pau - Tarbes",,3,,,
OCESN-87611095-87611152,OCESN,"","Boussens - Montréjeau-Gourdan-Pol.",,3,,,
OCESN-87672139-87672006,OCESN,"","Coarraze-Nay - Pau",,3,,,
OCESN-87611095-87671123,OCESN,"","Boussens - Lannemezan",,3,,,
OCESN-87611533-87611616,OCESN,"","Ax-les-Thermes - Foix",,2,,,
OCE180694,OCESN,"","Bus 4726 4724 1240 4723 4727 1260 4728 Toulouse -LNN SSTL- Luchon Pau",,3,,,
OCESN-87695015-87611152,OCESN,"","Luchon-Richelieu - Montréjeau-Gourdan-Pol.",,3,,,
OCESN-87439968-87671123,OCESN,"","Capvern-le-Laca - Lannemezan",,3,,,
OCESN-87611053-87620195,OCESN,"","Longages-Noé - St-Sulpice-sur-Lèze",,3,,,
OCESN-87611236-87611152,OCESN,"","Luchon - Montréjeau-Gourdan-Pol.",,3,,,
OCESN-87671123-87671339,OCESN,"","Lannemezan - Lourdes",,3,,,
OCESN-87671123-87671008,OCESN,"","Lannemezan - Tarbes",,3,,,
OCESN-87671339-87672006,OCESN,"","Lourdes - Pau",,3,,,
OCE180687,OCESN,"","Bus 4709 4711 Toulouse Albi Carmaux Rodez",,3,,,
OCE180696,OCESN,"","Bus 4703 4702 4701 (TE) Montauban Cahors Brive",,3,,,
OCESN-87613000-87611244,OCESN,"","Cahors - Montauban-Ville-Bourbon",,3,,,
OCE180698,OCESN,"","Bus 4712 Toulouse Mazamet",,3,,,
OCESN-87611053-87611137,OCESN,"","Longages-Noé - St-Gaudens",,3,,,
OCESN-87783001-87783431,OCESN,"","Millau - St-Rome-de-Cernon",,3,,,
OCE180688,OCESN,"","Bus 4736 Rodez Séverac Millau St Rome de Cernon",,3,,,
OCE180697,OCESN,"","Bus 4713 (TE) Castelsarrasin Agen",,3,,,
OCESN-87586008-87611897,OCESN,"","Agen - Castelsarrasin",,3,,,
OCE180690,OCESN,"","Bus 4706+4708 Gaillac Laguépie Figeac",,3,,,
OCESN-87613091-87613893,OCESN,"","Figeac - Villefranche-Rouergue",,3,,,
OCE180692,OCESN,"","Bus 4737 (TE) Souillac (BLG) (RDZ) St Denis Près Martel (BLG)",,3,,,
OCESN-87594333-87594572,OCESN,"","Souillac - St-Denis-près-Martel",,3,,,
OCESN-87613679-87613893,OCESN,"","Decazeville-Centre - Villefranche-Rouergue",,3,,,
OCE180691,OCESN,"","Bus 4705 (TE) Villefranche de R (FIG) (BLG) Aubin Viviez Decazeville Rodez",,3,,,
OCESN-87615625-87613422,OCESN,"","Carmaux - Rodez",,3,,,
OCESN-87615252-87138776,OCESN,"","Gaillac - Villefranche-Pl-Liberté",,3,,,
OCE180689,OCESN,"","Bus 4710 4707 (Brive) Gramat Figeac Rodez",,3,,,
OCESN-87613109-87613091,OCESN,"","Capdenac - Figeac",,3,,,
OCESN-87587931-87613422,OCESN,"","Aubin-LEP - Rodez",,3,,,
OCESN-87783001-87613422,OCERRR MidiPy,"","Millau - Rodez",,3,,,
OCE4624,OCESN,"","Rodez / Millau / Tournemire-Roquefort",,3,,,
OCESN-87439992-87613661,OCESN,"","Decazeville-Lycée-Polyv - Viviez-Decazeville",,3,,,
OCESN-87613679-87613661,OCESN,"","Decazeville-Centre - Viviez-Decazeville",,3,,,
OCESN-87783001-87783365,OCESN,"","Millau - Sévérac-le-Château",,3,,,
OCESN-71773101-87611533,OCESN,"","- Ax-les-Thermes",,3,,,
OCESN-87613091-87613059,OCESN,"","Figeac - Gramat",,3,,,
OCESN-87165506-87613422,OCESN,"","Figeac-Lycée-Champollio - Rodez",,3,,,
OCESN-87611533-87611343,OCESN,"","Ax-les-Thermes - Pamiers",,3,,,
OCESN-87613091-87165522,OCESN,"","Figeac - Gramat-Ville",,3,,,
OCESN-87615005-87613422,OCERRR MidiPy,"","Albi-Ville - Rodez",,3,,,
OCESN-87611616-87611343,OCESN,"","Foix - Pamiers",,3,,,
OCE817870,OCESN,"","Bourges - Issoudun - Châteauroux CAR",,3,,,
OCE817858,OCESN,"","Vierzon - Issoudun CAR",,3,,,
OCE817865,OCESN,"","Eguzon - Argenton - Châteauroux CAR",,3,,,
OCE817873,OCESN,"","Salbris - Valençay",,3,,,
OCE1221972,OCESN,"","Les Aubrais-Château Gaillard",,3,,,
OCE677603,OCESN,"","Paris-Montargis-Nevers",,2,,,
OCESN-87576207-87641001,OCESN,"","Bourges - Montluçon-Ville",,2,,,
OCESN-87576207-87576009,OCESN,"","Bourges - Vierzon",,2,,,
OCESN-87571000-87576009,OCESN,"","Tours - Vierzon",,3,,,
OCESN-87576207-87696005,OCESN,"","Bourges - Nevers",,2,,,
OCE1209979,OCESN,"","PAZ-ORL",,2,,,
OCESN-87543009-87547000,OCESN,"","Orléans - Paris-Austerlitz",,2,,,
OCESN-87545756-87571000,OCESN,"","Châteaudun - Tours",,2,,,
OCESN-87571687-87571000,OCESN,"","Chinon - Tours",,2,,,
OCE1209976,OCESN,"","Commentry / Montluçon / Vierzon",,2,,,
OCESN-87576207-87576322,OCESN,"","Bourges - St-Amand-Montrond-Orval",,2,,,
OCESN-87571000-87574558,OCESN,"","Tours - Vendôme",,2,,,
OCESN-87571471-87571000,OCESN,"","Loches - Tours",,3,,,
OCE817850,OCESN,"","Tours - Chinon CAR",,3,,,
OCE817848,OCESN,"","Les Aubrais - Blois - Tours CAR",,3,,,
OCESN-87543017-87571000,OCESN,"","Aubrais-(les) - Tours",,3,,,
OCESN-87690172-87571000,OCESN,"","Chinon-Lycée-Rabelais - Tours",,3,,,
OCE1209978,OCESN,"","Orléans - Nevers",,2,,,
OCESN-87597120-87592378,OCESN,"","Argenton-sur-Creuse - La Souterraine",,3,,,
OCE817849,OCESN,"","Blois - Limeray CAR",,3,,,
OCESN-87574004-87574335,OCESN,"","Blois-Chambord - Limeray",,3,,,
OCESN-87644096-87201541,OCESN,"","Chatillon-Mail - Châteauroux Gare Rout.",,3,,,
OCE817854,OCESN,"","Loches - Chateauroux CAR",,3,,,
OCESN-87597377-87201541,OCESN,"","Buzançais - Châteauroux Gare Rout.",,3,,,
OCESN-87201541-87571471,OCESN,"","Châteauroux Gare Rout. - Loches",,3,,,
OCE817853,OCESN,"","Tours - Loches CAR",,3,,,
OCE817855,OCESN,"","Tours - Chateauroux CAR",,3,,,
OCESN-87201541-87571000,OCESN,"","Châteauroux Gare Rout. - Tours",,3,,,
OCESN-87644179-87571000,OCESN,"","Loches-LEP - Tours",,3,,,
OCESN-87644096-87689992,OCESN,"","Chatillon-Mail - Châteauroux-Charmilles",,3,,,
OCE817851,OCESN,"","Tours - Chateau du Loir CAR",,3,,,
OCESN-87396606-87571000,OCESN,"","Château-du-Loir - Tours",,3,,,
OCESN-87571430-87571471,OCESN,"","Cormery - Loches",,3,,,
OCESN-87597401-87571471,OCESN,"","Clion-sur-Indre - Loches",,3,,,
OCESN-87597377-87689976,OCESN,"","Buzançais - Châteauroux-Ly-B-Pascal",,3,,,
OCESN-87110338-87571000,OCESN,"","St Christophe / Nais C. - Tours",,3,,,
OCESN-87571430-87009696,OCESN,"","Cormery - La Douzillère",,3,,,
OCESN-87571471-87644310,OCESN,"","Loches - Truyes-Pl-Du-Souvenir",,3,,,
OCESN-87571422-87571471,OCESN,"","Esvres - Loches",,3,,,
OCESN-87644187-87644328,OCESN,"","Loches-Lycee-St-Denis - Truyes-St-Blaise",,3,,,
OCE817867,OCESN,"","Tours - Vendôme - Chateaudun - Chartres CAR",,3,,,
OCE817866,OCESN,"","Châteauroux - Le Blanc - Poitiers CAR",,3,,,
OCESN-87201541-87202481,OCESN,"","Châteauroux Gare Rout. - Poitiers-Gare-Routière",,3,,,
OCE817860,OCESN,"","Droué-Courtalain-Chartres CAR",,3,,,
OCESN-87394452-87358556,OCESN,"","Brou - Droué (Centre)",,3,,,
OCESN-87394452-87137810,OCESN,"","Brou - Chartres-Gare-Routière",,3,,,
OCE817871,OCESN,"","Mondoubleau - Vendome CAR",,3,,,
OCESN-87644005-87574558,OCESN,"","Mondoubleau-Rue-Leroy - Vendôme",,3,,,
OCESN-87137810-87545756,OCENI,"","Chartres-Gare-Routière - Châteaudun",,3,,,
OCESN-87314518-87684290,OCESN,"","Aubigny-sur-Nere-Mail - Gien",,3,,,
OCE817869,OCESN,"","Aubigny - Gien CAR",,3,,,
OCE817862,OCESN,"","Nouan - Lamotte - Romorantin CAR",,3,,,
OCESN-87137810-87571000,OCESN,"","Chartres-Gare-Routière - Tours",,3,,,
OCESN-87545756-87574558,OCESN,"","Châteaudun - Vendôme",,3,,,
OCESN-87571471-87571406,OCESN,"","Loches - Montbazon",,3,,,
OCESN-87543140-87402008,OCESN,"","Lamotte-Beuvron - Romorantin-BA-G.R.",,3,,,
OCE817861,OCESN,"","Dourdan - Chateaudun CAR",,3,,,
OCESN-87543157-87402008,OCESN,"","Nouan-le-Fuzelier - Romorantin-BA-G.R.",,3,,,
OCESN-87690248-87545525,OCESN,"","Châteaudun-LEP-Paulsen - Dourdan",,3,,,
OCESN-87394494-87358556,OCESN,"","Courtalain-St-Pellerin - Droué (Centre)",,3,,,
OCESN-87571471-87280057,OCESN,"","Loches - TOURS LYCEE GRANDMONT",,3,,,
OCE817859,OCESN,"","Montargis - Gien CAR",,3,,,
OCESN-87644096-87689984,OCESN,"","Chatillon-Mail - Châteauroux-L-Giraudoux",,3,,,
OCESN-87689745-87571000,OCESN,"","Reignac-Bourg-Du-Fau - Tours",,3,,,
OCESN-87684290-87338574,OCESN,"","Gien - Montargis-OT",,3,,,
OCESN-87597120-87201541,OCESN,"","Argenton-sur-Creuse - Châteauroux Gare Rout.",,3,,,
OCE817872,OCESN,"","Chateau Renault - Vendome CAR",,3,,,
OCESN-87009696-87571414,OCESN,"","La Douzillère - Veigné",,3,,,
OCESN-87574665-87571216,OCESN,"","Château-Renault - Vendôme-Villiers-s-Loir",,3,,,
OCE817863,OCESN,"","Thésée - St Aignan - Romorantin CAR",,3,,,
OCESN-87402008-87328195,OCESN,"","Romorantin-BA-G.R. - Thesee",,3,,,
OCESN-87402008-87643833,OCESN,"","Romorantin-BA-G.R. - St-Aignan-Pl-Wilson",,3,,,
OCESN-87643999-87358556,OCESN,"","Courtalain-Centre - Droué (Centre)",,3,,,
OCESN-87137810-87574558,OCESN,"","Chartres-Gare-Routière - Vendôme",,3,,,
OCESN-87571422-87009696,OCESN,"","Esvres - La Douzillère",,3,,,
OCESN-87402008-87643825,OCESN,"","Romorantin-BA-G.R. - St-Aignan-Lep",,3,,,
OCESN-87337543-87571430,OCESN,"","Chambourg-Chopin - Cormery",,3,,,
OCESN-87571430-87571000,OCESN,"","Cormery - Tours",,3,,,
OCESN-87545756-87545525,OCESN,"","Châteaudun - Dourdan",,3,,,
OCESN-87201608-87202481,OCESN,"","Le-Blanc-Pl-du-Bateau - Poitiers-Gare-Routière",,3,,,
OCESN-87201541-87597153,OCESN,"","Châteauroux Gare Rout. - Eguzon",,3,,,
OCESN-87201541-87304642,OCESN,"","Châteauroux Gare Rout. - Issoudun-Place-de-la-G.",,3,,,
OCESN-87597120-87689976,OCESN,"","Argenton-sur-Creuse - Châteauroux-Ly-B-Pascal",,3,,,
OCESN-87543140-87689943,OCESN,"","Lamotte-Beuvron - Romorantin-Lycée-de-F",,3,,,
OCESN-87644096-87571000,OCESN,"","Chatillon-Mail - Tours",,3,,,
OCESN-87689976-87597153,OCESN,"","Châteauroux-Ly-B-Pascal - Eguzon",,3,,,
OCE817875,OCESN,"","Valençay - Luçay le Male CAR",,3,,,
OCESN-87576363-87576215,OCESN,"","Luçay-le-Male - Valençay",,3,,,
OCESN-87137810-87358556,OCESN,"","Chartres-Gare-Routière - Droué (Centre)",,3,,,
OCESN-87597120-87689968,OCESN,"","Argenton-sur-Creuse - Châteauroux-Lycée-Agric",,3,,,
OCESN-87309757-87402008,OCESN,"","Chaumont-sur-Tharonne - Romorantin-BA-G.R.",,3,,,
OCE817876,OCESN,"","Romorantin - Vierzon CAR",,3,,,
OCESN-87402008-87576009,OCESN,"","Romorantin-BA-G.R. - Vierzon",,3,,,
OCESN-87402008-87437376,OCESN,"","Romorantin-BA-G.R. - Vierzon-Médiathèque",,3,,,
OCESN-87696146-87643932,OCESN,"","Cosne-sur-Loire - Sancerre-Porte-Cesar",,3,,,
OCE817857,OCESN,"","Bourges - St Amand CAR",,3,,,
OCE817868,OCESN,"","Sancerre - Cosne CAR",,3,,,
OCESN-87576207-87576272,OCESN,"","Bourges - St-Florent-sur-Cher",,3,,,
OCESN-87413344-87413542,OCESN,"","Bréauté-Beuzeville - Fécamp",,2,,,
OCESN-87384008-87411017,OCESN,"","Paris-St-Lazare - Rouen-Rive-Droite",,2,,,
OCESN-87705822-87401893,OCESN,"","Pont-Audemer-Gare-SNCF - Rouen-Gare-Routière",,3,,,
OCESN-87705905-87705822,OCESN,"","Bourg-Achard-Champ-de-f - Pont-Audemer-Gare-SNCF",,3,,,
OCESN-87384008-87444315,OCESN,"","Paris-St-Lazare - Serquigny",,2,,,
OCESN-87387001-87384008,OCESN,"","Evreux - Normandie - Paris-St-Lazare",,2,,,
OCESN-87413013-87384008,OCESN,"","Le Havre - Paris-St-Lazare",,2,,,
OCE637207,OCESN,"","FECAMP BREAUTE ROUTIER REGULIER",,3,,,
OCESN-87401893-87705889,OCESN,"","Rouen-Gare-Routière - Routot-Place-de-mairie",,3,,,
OCESN-87583005-87491803,OCESN,"","Angoulême - Royan",,2,,,
OCESN-87583005-87491001,OCESN,"","Angoulême - Saintes",,2,,,
OCESN-87575142-87575001,OCESN,"","Chatellerault - Poitiers",,2,,,
OCE641479,OCESN,"","Niort - Mauzé",,3,,,
OCESN-87485250-87485300,OCESN,"","Mauzé - Niort",,3,,,
OCE592927,OCESN,"","Cars Réguliers Bressuire - Saumur",,3,,,
OCESN-87487249-87487603,OCESN,"","Bressuire - Saumur",,3,,,
OCESN-87486019-87487603,OCESN,"","La Roche-sur-Yon - Saumur",,3,,,
OCE572937,OCESN,"","Cars Réguliers Saumur - Les Sables d'Olonne",,3,,,
OCE1206009,OCESN,"","NIORT PRISSE LA CHARRIERE",,3,,,
OCESN-87485300-87485359,OCESN,"","Niort - Prissé-la-Charrière",,3,,,
OCE641480,OCESN,"","Châtellerault - Poitiers",,3,,,
OCESN-87487249-87487009,OCESN,"","Bressuire - Thouars",,3,,,
OCE1185974,OCESN,"","IC Eco Paris-Strasbourg",,2,,,
OCE645642,OCESN,"","Paris-Boulogne",,2,,,
OCESN-87116137-87116160,OCESN,"","Longueville (S.-et-M.) - Provins",,3,,,
OCE645647,OCESN,"","Paris-Maubeuge/Cambrai",,2,,,
OCESN-87116301-87430819,OCESN,"","Coulommiers - La-Ferté-Gaucher-Centre",,3,,,
OCE20620,OCESN,"","Paris-Rouen-Le Havre",,2,,,
OCE20624,OCESN,"","Paris-Caen-Cherbourg/Trouville",,2,,,
OCESN-87444877-87384008,OCESN,"","Cherbourg - Paris-St-Lazare",,2,,,
OCESN-87444000-87384008,OCESN,"","Caen - Paris-St-Lazare",,2,,,
OCESN-87384008-87444372,OCESN,"","Paris-St-Lazare - Trouville-Deauville",,2,,,
OCE20621,OCESN,"","Paris-Granville",,2,,,
OCE16628,OCESN,"","Paris-Limoges-Toulouse + Eco Toulouse",,2,,,
OCESN-87594002-87547000,OCESN,"","Brive-la-Gaillarde - Paris-Austerlitz",,2,,,
OCESN-87547000-87611004,OCESN,"","Paris-Austerlitz - Toulouse-Matabiau",,2,,,
OCESN-87613000-87547000,OCESN,"","Cahors - Paris-Austerlitz",,2,,,
OCE1222046,OCESN,"","Paris-Toulouse-Cerbère/Latour de Carol/Rodez/Albi",,2,,,
OCESN-87785006-87547000,OCESN,"","Cerbère - Paris-Austerlitz",,2,,,
OCESN-87547000-71793150,OCESN,"","Paris-Austerlitz - Port-Bou",,2,,,
OCESN-87547000-87613422,OCESN,"","Paris-Austerlitz - Rodez",,2,,,
OCESN-87615005-87547000,OCESN,"","Albi-Ville - Paris-Austerlitz",,2,,,
OCESN-87581009-87481002,OCESN,"","Bordeaux-St-Jean - Nantes",,2,,,
OCE1185973,OCESN,"","Nantes-Bordeaux",,2,,,
OCE16622,OCESN,"","Paris-Bourges-Montluçon",,2,,,
