,,Name,Status,Date,Link,Coords
Metz,19,Église Saint-Pierre-aux-Nonnains,"Classé,Classé","1909,1932",https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Pierre-aux-Nonnains,"(49.115, 6.1694)"
Metz,20,Église des Trinitaires,Classé,1973,https://fr.wikipedia.org/wiki/%C3%89glise_des_Trinitaires,"(49.1206, 6.1791)"
Metz,21,Grange des Antonistes,"Inscrit,Classé","1930,1994",https://fr.wikipedia.org/wiki/Grange_des_Antonistes,"(49.1217, 6.1785)"
Metz,22,Grenier de Chèvremont,Classé,1924,https://fr.wikipedia.org/wiki/Grenier_de_Ch%C3%A8vremont,"(49.1217, 6.1785)"
Metz,23,Hôtel de Burtaigne,Classé,2006,https://fr.wikipedia.org/wiki/H%C3%B4tel_de_Burtaigne,"(49.1158, 6.1818)"
Metz,24,Hôtel de Heu,Classé,1990,https://fr.wikipedia.org/wiki/H%C3%B4tel_de_Heu,"(49.1144, 6.1781)"
Metz,25,Hôtel du Parlement,Classé,1928,https://fr.wikipedia.org/wiki/H%C3%B4tel_du_Parlement_de_Metz,"(49.119394, 6.175446)"
Metz,26,Hôtel du Parlement,Classé,1922,https://fr.wikipedia.org/wiki/H%C3%B4tel_du_Parlement_de_Metz,"(49.1194, 6.1754)"
Metz,27,Hôtel de ville,Classé,1922,https://fr.wikipedia.org/wiki/H%C3%B4tel_de_ville_de_Metz,"(49.1197, 6.1763)"
Metz,28,Opéra-théâtre,Classé,1930,https://fr.wikipedia.org/wiki/Op%C3%A9ra-th%C3%A9%C3%A2tre_de_Metz,"(49.1217, 6.1728)"
Metz,29,Palais de justice,"Classé,Classé","1921,1929",https://fr.wikipedia.org/wiki/Palais_de_justice_de_Metz,"(49.1168, 6.1711)"
Metz,30,Place d'Armes,Classé,1948,https://fr.wikipedia.org/wiki/Place_d%27Armes_(Metz),"(49.1199, 6.1759)"
Metz,31,Porte des Allemands,"Inscrit,Inscrit,Classé,Inscrit","1929,1932,1966,1971",https://fr.wikipedia.org/wiki/Porte_des_Allemands,"(49.1179, 6.1855)"
Metz,32,Temple Neuf,Classé,1930,https://fr.wikipedia.org/wiki/Temple_Neuf_de_Metz,"(49.1206, 6.1719)"
Metz,33,Les Trinitaires,Classé,1930,https://fr.wikipedia.org/wiki/Les_Trinitaires,"(49.1215, 6.1792)"
Mirepoix,0,Ancienne cathédrale Saint-Maurice de Mirepoix,Classé,1907,https://fr.wikipedia.org/wiki/Ancienne_cath%C3%A9drale_Saint-Maurice_de_Mirepoix,"(43.0875, 1.87417)"
Monpazier,0,Église Saint-Dominique,Classé,1862,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Dominique_de_Monpazier,"(44.6805, 0.89469)"
Monpazier,1,Halle centrale,Classé,1960,https://fr.wikipedia.org/wiki/Halle_centrale_de_Monpazier,"(44.67997, 0.89442)"
Monpazier,2,"Maison d'angle à couvert,[,2,]",Classé,1904,#cite_note-2,"(44.68042, 0.89455)"
Monpazier,3,"Maison d'angle à couvert,[,3,]",Classé,1904,#cite_note-3,"(44.67987, 0.89417)"
Monpazier,4,"Maison d'angle à couvert,[,4,]",Classé,1904,#cite_note-4,"(44.68039, 0.89411)"
Monpazier,5,"Maison d'angle à couvert,[,5,]",Classé,1904,#cite_note-5,"(44.6799, 0.8946)"
Monpazier,6,"Maison d'angle à couvert,[,6,]",Classé,1904,#cite_note-6,"(44.68035, 0.89465)"
Monpazier,7,"Maison d'angle à couvert,[,7,]",Classé,1904,#cite_note-7,"(44.67993, 0.89407)"
Monpazier,8,"Maison d'angle à couvert,[,8,]",Classé,1904,#cite_note-8,"(44.68032, 0.89404)"
Monpazier,9,"Maison à couvert,[,9,]",Classé,1904,#cite_note-9,"(44.68041, 0.89443)"
Monpazier,10,"Maison à couvert,[,12,]",Classé,1904,#cite_note-12,"(44.6804, 0.89421)"
Monpazier,11,"Maison à couvert,[,14,]",Classé,1961,#cite_note-14,"(44.67983, 0.89453)"
Monpazier,12,"Maison à couvert,[,15,]",Classé,1904,#cite_note-15,"(44.68021, 0.89467)"
Monpazier,13,"Maison à couvert,[,16,]",Classé,1904,#cite_note-16,"(44.6803, 0.89466)"
Monpazier,14,"Maison à couvert,[,17,]",Classé,1904,#cite_note-17,"(44.68, 0.89411)"
Monpazier,15,"Maison à couvert,[,18,]",Classé,1961,#cite_note-18,"(44.68008, 0.89408)"
Monpazier,16,"Maison à couvert,[,19,]",Classé,1904,#cite_note-19,"(44.68019, 0.89406)"
Monpazier,17,"Maison à couvert,[,20,]",Classé,1904,#cite_note-20,"(44.68026, 0.89404)"
Montauban,0,"Abbaye de Montauriol,Colombier",Classé,1927,https://fr.wikipedia.org/wiki/Abbaye_de_Montauriol,"(44.00538455, 1.36090252)"
Montauban,1,Cathédrale Notre-Dame-de-l'Assomption,Classé,1906,https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame-de-l%27Assomption_de_Montauban,"(44.0155, 1.355)"
Montauban,2,Église Saint-Jacques,Classé,1918,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Jacques_de_Montauban,"(44.01767, 1.35267)"
Montauban,3,"Palais épiscopal,Musée Ingres",Classé,1910,https://fr.wikipedia.org/wiki/Palais_%C3%A9piscopal_de_Montauban,"(44.01694, 1.35178)"
Montauban,4,Place Nationale,"Classé,Classé","1910,1939",https://fr.wikipedia.org/wiki/Place_Nationale_(Montauban),"(44.01769, 1.35411)"
Montauban,5,Pont Vieux,Classé,1911,https://fr.wikipedia.org/wiki/Pont_Vieux_(Montauban),"(44.017, 1.35022)"
Montbéliard,0,Château de Montbéliard,Classé,1996,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Montb%C3%A9liard,"(47.5091, 6.8003)"
Montbéliard,1,Église Saint-Maimbœuf de Montbéliard,Classé,1994,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Maimb%C5%93uf_de_Montb%C3%A9liard,"(47.50981, 6.79184)"
Montbéliard,2,Halles de Montbéliard,Classé,1992,https://fr.wikipedia.org/wiki/Halles_de_Montb%C3%A9liard,"(47.509251, 6.794993)"
Montbéliard,3,Hôtel Beurnier-Rossel,"Classé,Inscrit","1987,1987",https://fr.wikipedia.org/wiki/H%C3%B4tel_Beurnier-Rossel,"(47.509916, 6.797687)"
Montbéliard,4,"Maison Morlot ou,Maison Forstner","Classé,Inscrit","1921,1925",https://fr.wikipedia.org/wiki/Maison_Forstner,"(47.510385, 6.797208)"
Montbéliard,5,Pierre à poissons,Classé,1922,https://fr.wikipedia.org/wiki/Pierre_%C3%A0_poissons,"(47.509115, 6.795837)"
Montbéliard,6,Temple protestant Saint-Martin de Montbéliard,Classé,1963,https://fr.wikipedia.org/wiki/Temple_Saint-Martin_de_Montb%C3%A9liard,"(47.5102, 6.79735)"
Montluçon,0,Église Notre-Dame,Classé,1987,https://fr.wikipedia.org/wiki/%C3%89glise_Notre-Dame_de_Montlu%C3%A7on,"(46.340749, 2.60512)"
Montluçon,1,Église Saint-Paul,Classé,1987,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Paul_de_Montlu%C3%A7on,"(46.346565, 2.597907)"
Montluçon,2,Église Saint-Pierre,Classé,1978,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Pierre_de_Montlu%C3%A7on,"(46.341164, 2.603202)"
Montpellier,0,"Arc de triomphe,Ensemble de la,promenade du Peyrou",Classé,1954,https://fr.wikipedia.org/wiki/Arc_de_triomphe_(Montpellier),"(43.611136, 3.872434)"
Montpellier,1,Cathédrale Saint-Pierre,Classé,1906,https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-Pierre_de_Montpellier,"(43.613333, 3.874167)"
Montpellier,2,Château de Flaugergues,"Inscrit,Classé,Inscrit","1949,1986,2013,[,1,]",https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Flaugergues,"(43.6103, 3.920041667)"
Montpellier,3,Château de la Mogère,"Classé,Classé","1945,1966",https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_la_Mog%C3%A8re,"(43.60049722, 3.925719444)"
Montpellier,4,Château de la Mosson,Classé,2003,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_la_Mosson,"(43.61372222, 3.819119444)"
Montpellier,5,Château d'Ô,Classé,1922,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_d%27%C3%94_(Montpellier),"(43.63322222, 3.839030556)"
Montpellier,6,Château de la Piscine,Classé,1942,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_la_Piscine,"(43.61222222, 3.841416667)"
Montpellier,7,Église Sainte-Croix de Celleneuve,Classé,1840,https://fr.wikipedia.org/wiki/%C3%89glise_Sainte-Croix_de_Celleneuve,"(43.61313889, 3.828722222)"
Montpellier,8,Faculté de médecine,Classé,2004,https://fr.wikipedia.org/wiki/Facult%C3%A9_de_M%C3%A9decine_de_Montpellier,"(43.61291667, 3.873416667)"
Montpellier,9,Fontaine des Trois Grâces,Classé,1963,https://fr.wikipedia.org/wiki/Fontaine_des_Trois_Gr%C3%A2ces,"(43.60861111, 3.879444444)"
Montpellier,10,Hôtel de Guidais,Classé,1977,https://fr.wikipedia.org/wiki/H%C3%B4tel_de_Guidais,"(43.6107, 3.8683)"
Montpellier,11,Hôtel Haguenot,"Classé,Classé,Classé","1963,1973,1984",https://fr.wikipedia.org/wiki/H%C3%B4tel_Haguenot,"(43.60994444, 3.871194444)"
Montpellier,12,Hôtel de Lunas,"Inscrit,Classé","1959,1971",https://fr.wikipedia.org/wiki/H%C3%B4tel_de_Lunas,"(43.6104, 3.8727)"
Montpellier,13,Hôtel Saint-Côme,Classé,1945,https://fr.wikipedia.org/wiki/H%C3%B4tel_Saint-C%C3%B4me,"(43.60797222, 3.877361111)"
Montpellier,14,Hôtel des Trésoriers de France,Classé,1931,https://fr.wikipedia.org/wiki/H%C3%B4tel_des_Tr%C3%A9soriers_de_France_(Montpellier),"(43.60955556, 3.878777778)"
Montpellier,15,Jardin des plantes,Classé,1992,https://fr.wikipedia.org/wiki/Jardin_des_plantes_de_Montpellier,"(43.6143, 3.8717)"
Montpellier,16,"Promenade du Peyrou,[,4,],ou place royale du Peyrou,Ensemble de la promenade du Peyrou",Classé,1954,https://fr.wikipedia.org/wiki/Promenade_du_Peyrou,"(43.61116667, 3.871694444)"
Montpellier,17,Tour de la Babotte,Classé,1927,https://fr.wikipedia.org/wiki/Tour_de_la_Babotte,"(43.60641667, 3.877361111)"
Morlaix,0,Église Saint-Mathieu,Classé,1914,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Mathieu_de_Morlaix,"(48.5751124, -3.8241452)"
Morlaix,1,Église Saint-Mélaine,Classé,1914,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-M%C3%A9laine_de_Morlaix,"(48.578886, -3.828317)"
Morlaix,2,Manufacture des tabacs,"Inscrit,Classé","1997,2001",https://fr.wikipedia.org/wiki/Manufacture_des_tabacs_de_Morlaix,"(48.583464, -3.835478)"
Moulins,0,Basilique-cathédrale Notre-Dame-de-l'Annonciation,Classé,1875,https://fr.wikipedia.org/wiki/Basilique-cath%C3%A9drale_Notre-Dame_de_l%27Annonciation_de_Moulins,"(46.566667, 3.331667)"
Moulins,1,Centre national du costume de scène,Classé,1984,https://fr.wikipedia.org/wiki/Centre_national_du_costume_de_sc%C3%A8ne,"(46.5613694, 3.3186944)"
Moulins,2,Collège des Jésuites,Classé,1943,https://fr.wikipedia.org/wiki/Coll%C3%A8ge_des_J%C3%A9suites_de_Moulins,"(46.5685167, 3.3307556)"
Moulins,3,Église Saint-Pierre,Classé,1986,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Pierre_de_Moulins,"(46.5624917, 3.3334944)"
Moulins,4,Lycée Théodore-de-Banville,"Classé,Inscrit,Classé","1928,1929,1946",https://fr.wikipedia.org/wiki/Lyc%C3%A9e_Th%C3%A9odore-de-Banville,"(46.5689, 3.3288528)"
Moulins,5,Maison du Doyenné,Classé,1938,https://fr.wikipedia.org/wiki/Maison_du_Doyenn%C3%A9,"(46.5670806, 3.3322778)"
Moulins,6,Pavillon d'Anne de Beaujeu,Classé,1840,https://fr.wikipedia.org/wiki/Pavillon_d%27Anne_de_Beaujeu,"(46.5672444, 3.3302556)"
Moulins,7,Tour Jacquemart,Classé,1929,https://fr.wikipedia.org/wiki/Tour_Jacquemart_(Moulins),"(46.565994, 3.332617)"
Mulhouse,0,"Bollwerk (tour de Cochon),tour",Classé,1898,https://fr.wikipedia.org/wiki/Bollwerk,"(47.74858, 7.34211)"
Mulhouse,1,"Chapelle Saint-Jean,chapelle",Classé,1893,https://fr.wikipedia.org/wiki/Chapelle_Saint-Jean_de_Mulhouse,"(47.74573, 7.33179)"
Mulhouse,2,"Cour des Chaînes,- façades, toitures, tourelle d'escalier, vestiges du mur d'enceinte, chemin de ronde,- couloir et pièce sud-ouest avec décor peint","Inscrit,Classé","1981,1988",https://fr.wikipedia.org/wiki/Cour_des_Cha%C3%AEnes,"(47.74772, 7.33383)"
Mulhouse,3,"Hôtel de ville,- bâtiment sauf parties classées,- façades, toitures, salle du conseil, passage sur rue, salles à baies tiercées, armoire forte, porte aux armes","Inscrit,Classé","1929,1961",https://fr.wikipedia.org/wiki/H%C3%B4tel_de_ville_de_Mulhouse,"(47.74663, 7.3393)"
Mulhouse,4,"Temple Saint-Étienne,temple",Classé,1995,https://fr.wikipedia.org/wiki/Temple_Saint-%C3%89tienne_de_Mulhouse,"(47.74722, 7.33889)"
Mâcon,0,Cathédrale Vieux-Saint-Vincent,Classé,1862,https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Vieux-Saint-Vincent_de_M%C3%A2con,"(46.30635, 4.83459)"
Mâcon,1,Église cathédrale Saint-Vincent,Classé,1994,https://fr.wikipedia.org/wiki/%C3%89glise_cath%C3%A9drale_Saint-Vincent_de_M%C3%A2con,"(46.30722, 4.83122)"
Mâcon,2,Hospice de la Charité,Classé,"2013,[,1,]",https://fr.wikipedia.org/wiki/Hospice_de_la_Charit%C3%A9_(M%C3%A2con),"(46.30297, 4.83166)"
Mâcon,3,Hôtel Senecé,Classé,1962,https://fr.wikipedia.org/wiki/H%C3%B4tel_Senec%C3%A9,"(46.30497, 4.83235)"
Mâcon,4,Maison de bois,Classé,1920,https://fr.wikipedia.org/wiki/Maison_de_bois_(M%C3%A2con),"(46.30494, 4.83408)"
Mâcon,5,Pont Saint-Laurent,Classé,1987,https://fr.wikipedia.org/wiki/Pont_Saint-Laurent_(Sa%C3%B4ne),"(46.30492, 4.83704)"
Nancy,0,Arc Héré,"Classé,Classé,Classé","1923,2003",https://fr.wikipedia.org/wiki/Arc_H%C3%A9r%C3%A9,"(48.694416, 6.182674)"
Nancy,1,"Basilique Saint-Epvre,décor intérieur",Classé,1999,https://fr.wikipedia.org/wiki/Basilique_Saint-Epvre_de_Nancy,"(48.696, 6.18)"
Nancy,2,Bastion d'Haussonville,Classé,1995,https://fr.wikipedia.org/wiki/Bastion_d%27Haussonville,"(48.6938, 6.1819)"
Nancy,3,"Brasserie Excelsior,brasserie, restaurant, salle, élévation, toiture, décor intérieur",Classé,1976,https://fr.wikipedia.org/wiki/Brasserie_Excelsior,"(48.690833, 6.175694)"
Nancy,4,"Cathédrale Notre-Dame-de-l'Annonciation,Grand orgue",Classé,1906,https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame-de-l%27Annonciation_de_Nancy,"(48.6913, 6.1863)"
Nancy,5,Église Notre-Dame-de-Bonsecours,Classé,1906,https://fr.wikipedia.org/wiki/%C3%89glise_Notre-Dame-de-Bonsecours_de_Nancy,"(48.6767, 6.1994)"
Nancy,6,Église Saint-Sébastien,Classé,1921,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-S%C3%A9bastien_de_Nancy,"(48.689, 6.181)"
Nancy,7,"Hôtel Ferraris,fontaine, escalier, élévation, rampe d'appui, décor intérieur","Classé,Classé","1927,2008",https://fr.wikipedia.org/wiki/H%C3%B4tel_Ferraris,"(48.697638, 6.176944)"
Nancy,8,"Hôtel d'Haussonville,salon, salle à manger, élévation, toiture, décor intérieur","Classé,Inscrit","1984,1984",https://fr.wikipedia.org/wiki/H%C3%B4tel_d%27Haussonville,"(48.6965, 6.1782)"
Nancy,9,"Hôtel des Loups,cour, enclos, fontaine, portail, pilier, élévation, statue",Classé,1990,https://fr.wikipedia.org/wiki/H%C3%B4tel_des_Loups,"(48.697028, 6.176722)"
Nancy,10,"Place d'Alliance,fontaine, arbre","Classé,Inscrit","1925,1950",https://fr.wikipedia.org/wiki/Place_d%27Alliance,"(48.693781, 6.186311)"
Nancy,11,Les Glycines,"Inscrit,Classé","1994,1996",https://fr.wikipedia.org/wiki/Les_Glycines,"(48.679444, 6.182222)"
Nancy,12,"Place de la Carrière,sol, statues, vasques","Classé,Classé,Classé","1923,2003",https://fr.wikipedia.org/wiki/Place_de_la_Carri%C3%A8re,"(48.6958, 6.1817)"
Nancy,13,Place de la Carrière,Classé,1923,https://fr.wikipedia.org/wiki/Place_de_la_Carri%C3%A8re,"(48.69585, 6.181703)"
Nancy,14,Hôtel de Beauvau-Craon,Classé,1924,https://fr.wikipedia.org/wiki/H%C3%B4tel_de_Beauvau-Craon,"(48.695, 6.1831)"
Nancy,15,Bourse des marchands,Classé,1924,https://fr.wikipedia.org/wiki/Bourse_des_marchands_de_Nancy,"(48.694714, 6.182006)"
Nancy,16,"Palais du Gouvernement,porte, élévation, écurie, cour, jardin","Classé,Classé","1923,2005",https://fr.wikipedia.org/wiki/Palais_du_gouvernement_de_Nancy,"(48.697, 6.1809)"
Nancy,17,"Banque Charles Renauld,élévation, escalier, galerie, bureau, décor extérieur","Inscrit,Classé","1994,1996",https://fr.wikipedia.org/wiki/Banque_Charles_Renauld,"(48.689722, 6.178611)"
Nancy,18,"Maison Gaudin,élévation, décor intérieur","Inscrit,Classé","1994,1996",https://fr.wikipedia.org/wiki/Maison_Gaudin,"(48.688638, 6.190444)"
Nancy,19,"Immeuble Weissenburger,élévation","Inscrit,Classé","1994,1996",https://fr.wikipedia.org/wiki/Immeuble_Weissenburger,"(48.698387, 6.174933)"
Nancy,20,"Maison des Adam,élévation, toiture",Classé,1946,https://fr.wikipedia.org/wiki/Maison_des_Adam,"(48.691543, 6.183946)"
Nancy,21,"Palais des Ducs de Lorraine,écurie, école, cour, élévation","Classé,Inscrit,Classé,Inscrit","1840,1944,2005,2005",https://fr.wikipedia.org/wiki/Palais_des_Ducs_de_Lorraine,"(48.6969, 6.1803)"
Nancy,22,"Église des Cordeliers,chapelle, portail, vantail, escalier, cour, sous-sol","Classé,Classé,Classé,Classé","1840,1914,1945,2005",https://fr.wikipedia.org/wiki/%C3%89glise_des_Cordeliers_de_Nancy,"(48.6978, 6.1794)"
Nancy,23,"Porte de la Craffe,passage couvert, porte, tour, voûte, élévation, toiture","Classé,Classé","1886,1913",https://fr.wikipedia.org/wiki/Porte_de_la_Craffe,"(48.6989, 6.1778)"
Nancy,24,Maison de Jean Prouvé,Classé,1987,https://fr.wikipedia.org/wiki/Maison_de_Jean_Prouv%C3%A9,"(48.700765, 6.16149)"
Nancy,25,Porte Désilles,Classé,1925,https://fr.wikipedia.org/wiki/Porte_D%C3%A9silles,"(48.698, 6.1742)"
Nancy,26,"Immeuble Bergeret,décor intérieur",Classé,1996,https://fr.wikipedia.org/wiki/Immeuble_Bergeret,"(48.683704, 6.193172)"
Nancy,27,"Villa Majorelle,décor intérieur, portail, clôture",Classé,1996,https://fr.wikipedia.org/wiki/Villa_Majorelle,"(48.6855, 6.1639)"
Nancy,28,"Chapelle de la Visitation,Lycée Henri-Poincaré",Classé,1916,https://fr.wikipedia.org/wiki/Chapelle_de_la_Visitation_de_Nancy,"(48.6917, 6.1792)"
Nancy,29,"Chambre de commerce et d'industrie de Meurthe-et-Moselle,élévation, vestibule, salle du conseil","Inscrit,Classé,Inscrit","1994,1996,2013",https://fr.wikipedia.org/wiki/Chambre_de_commerce_et_d%27industrie_de_Meurthe-et-Moselle,"(48.6913, 6.1771)"
Nancy,30,Hôtel de ville,Classé,1886,https://fr.wikipedia.org/wiki/H%C3%B4tel_de_ville_de_Nancy,"(48.693113, 6.183554)"
Nancy,31,Musée des beaux-arts,Classé,1923,https://fr.wikipedia.org/wiki/Mus%C3%A9e_des_beaux-arts_de_Nancy,"(48.6935, 6.1824)"
Nancy,32,Opéra national de Lorraine,Classé,1923,https://fr.wikipedia.org/wiki/Op%C3%A9ra_national_de_Lorraine,"(48.694, 6.184)"
Nancy,33,"Place Stanislas,grille, fontaines, sol, statues, vasques","Classé,Classé,Classé","1886,2003",https://fr.wikipedia.org/wiki/Place_Stanislas,"(48.6936, 6.1833)"
Nancy,34,Place Stanislas,"Classé,Classé","1886,2003",https://fr.wikipedia.org/wiki/Place_Stanislas,"(48.69362, 6.18423)"
Nancy,35,"Ancien,institut de zoologie",Classé,2016,https://fr.wikipedia.org/wiki/Mus%C3%A9um-aquarium_de_Nancy,"(48.694722, 6.188333)"
Nancy,36,Porte de la Citadelle,Classé,1910,https://fr.wikipedia.org/wiki/Porte_de_la_Citadelle,"(48.7001, 6.1781)"
Nancy,37,Porte Sainte-Catherine,Classé,1925,https://fr.wikipedia.org/wiki/Porte_Sainte-Catherine,"(48.6956, 6.19)"
Nancy,38,Porte Saint-Georges,Classé,1879,https://fr.wikipedia.org/wiki/Porte_Saint-Georges_(Nancy),"(48.6924, 6.1887)"
Nancy,39,Porte Saint-Nicolas,Classé,1925,https://fr.wikipedia.org/wiki/Porte_Saint-Nicolas,"(48.6855, 6.1865)"
Nancy,40,Porte Stanislas,Classé,1925,https://fr.wikipedia.org/wiki/Porte_Stanislas,"(48.6912, 6.1755)"
Nancy,41,"Temple protestant de Nancy,(ancienne,Abbaye Saint-Joseph,)",Classé,1919,https://fr.wikipedia.org/wiki/Temple_protestant_de_Nancy,"(48.6901, 6.1778)"
Nantes,0,Basilique Saint-Nicolas,Classé,"1985,1986",https://fr.wikipedia.org/wiki/Basilique_Saint-Nicolas_de_Nantes,"(47.2153, -1.5578)"
Nantes,1,Cathédrale Saint-Pierre-et-Saint-Paul,Classé,1862,https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-Pierre-et-Saint-Paul_de_Nantes,"(47.2183, -1.5509)"
Nantes,2,Château des ducs de Bretagne,Classé,1840,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_des_ducs_de_Bretagne,"(47.2156, -1.5497)"
Nantes,3,Château du Grand-Blottereau,Classé,1966,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_du_Grand-Blottereau,"(47.226182, -1.510722)"
Nantes,4,La Cigale,Classé,1964,https://fr.wikipedia.org/wiki/La_Cigale_(brasserie),"(47.2128, -1.5619)"
Nantes,5,Enceinte gallo-romaine,Classé,1926,https://fr.wikipedia.org/wiki/Enceinte_gallo-romaine_de_Nantes,"(47.2189961, -1.5528515)"
Nantes,6,"Hôtel Lelasseur,(,Chapelle de l'Oratoire,)",Classé,1952,https://fr.wikipedia.org/wiki/H%C3%B4tel_Lelasseur,"(47.219189, -1.548402)"
Nantes,7,Hôtel Saint-Pern,Classé,1952,https://fr.wikipedia.org/wiki/H%C3%B4tel_Saint-Pern,"(47.218059, -1.546811)"
Nantes,8,Hôtel Scheult,Classé,1976,https://fr.wikipedia.org/wiki/H%C3%B4tel_Scheult,"(47.212079, -1.562145)"
Nantes,9,Hôtel de Luynes,Classé,1943,https://fr.wikipedia.org/wiki/H%C3%B4tel_de_Luynes_(Nantes),"(47.212904, -1.555841)"
Nantes,10,"Immeuble,(,Cour ovale,)",Classé,1984,"https://fr.wikipedia.org/wiki/Immeuble,_11_rue_Kerv%C3%A9gan_(Nantes)","(47.212844, -1.555272)"
Nantes,11,Immeuble,Classé,"1986,1987","https://fr.wikipedia.org/wiki/Immeuble,_19_rue_Kerv%C3%A9gan_(Nantes)","(47.212456, -1.556206)"
Nantes,12,"Immeuble,(,Cour ovale,)",Classé,1984,"https://fr.wikipedia.org/wiki/Immeuble,_9_quai_Turenne_(Nantes)","(47.212664, -1.555122)"
Nantes,13,Immeuble,Classé,1986,"https://fr.wikipedia.org/wiki/Immeuble,_10_quai_Turenne_(Nantes)","(47.212553, -1.555395)"
Nantes,14,Immeuble,Classé,1988,"https://fr.wikipedia.org/wiki/Immeuble,_12_quai_Turenne_(Nantes)","(47.212219, -1.556233)"
Nantes,15,Immeuble Perraudeau,Classé,1984,https://fr.wikipedia.org/wiki/Immeuble_Perraudeau,"(47.212146, -1.556423)"
Nantes,16,Maison des Apothicaires,Classé,1922,https://fr.wikipedia.org/wiki/Maison_des_Apothicaires,"(47.2157952, -1.5549597)"
Nantes,17,Hôtel O'Riordan,Classé,1938,https://fr.wikipedia.org/wiki/H%C3%B4tel_O%27Riordan,"(47.209505, -1.566112)"
Nantes,18,Maison,Classé,"1926,1984","https://fr.wikipedia.org/wiki/Maison,_7_rue_de_la_Juiverie_(Nantes)","(47.215556, -1.553611)"
Nantes,19,Passage Pommeraye,Classé,1976,https://fr.wikipedia.org/wiki/Passage_Pommeraye,"(47.213498, -1.559687)"
Nantes,20,Porte Saint-Pierre,Classé,1909,https://fr.wikipedia.org/wiki/Porte_Saint-Pierre_(Nantes),"(47.218906, -1.550283)"
Nantes,21,La Psallette,Classé,1910,https://fr.wikipedia.org/wiki/La_Psallette,"(47.2179686, -1.5500057)"
Nantes,22,Temple du Goût,Classé,1945,https://fr.wikipedia.org/wiki/Temple_du_Go%C3%BBt,"(47.212567, -1.55681)"
Narbonne,0,Abbaye Sainte-Marie de Fontfroide,"Inscrit,Classé","1988,2001",https://fr.wikipedia.org/wiki/Abbaye_Sainte-Marie_de_Fontfroide,"(43.12737, 2.89834)"
Narbonne,1,Cathédrale Saint-Just-et-Saint-Pasteur,"Classé,Classé,Classé","1840,1914,1937",https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-Just-et-Saint-Pasteur_de_Narbonne,"(43.18472, 3.00361)"
Narbonne,2,Chapelle de la Madeleine,"Classé,Classé","1840,1937",https://fr.wikipedia.org/wiki/Chapelle_de_la_Madeleine_(Narbonne),"(43.1842, 3.004)"
Narbonne,3,Église Saint-Paul,Classé,1862,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Paul_de_Narbonne,"(43.18165, 2.99931)"
Narbonne,4,Église Saint-Sébastien,Classé,1913,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-S%C3%A9bastien_de_Narbonne,"(43.18598, 3.00686)"
Narbonne,5,Hôtel de l'Archidiacre,Classé,2001,https://fr.wikipedia.org/wiki/H%C3%B4tel_de_l%27Archidiacre,"(43.18536, 3.00444)"
Narbonne,6,Maison des Trois Nourrices,Classé,1913,https://fr.wikipedia.org/wiki/Maison_des_Trois_Nourrices,"(43.1814, 3.001)"
Narbonne,7,Notre-Dame de Lamourguier,Classé,1900,https://fr.wikipedia.org/wiki/Notre-Dame_de_Lamourguier,"(43.18098, 3.00414)"
Narbonne,8,Oppidum de Montlaurès,Classé,1937,https://fr.wikipedia.org/wiki/Oppidum_de_Montlaur%C3%A8s,"(43.2191, 2.9839)"
Narbonne,9,Palais des archevêques,"Classé,Classé","1840,1937",https://fr.wikipedia.org/wiki/Palais_des_archev%C3%AAques_de_Narbonne,"(43.1842, 3.0037)"
Narbonne,10,Vestiges archéologiques du Clos de la Lombarde,Classé,2007,https://fr.wikipedia.org/wiki/Vestiges_arch%C3%A9ologiques_du_Clos_de_la_Lombarde,"(43.189911, 3.010315)"
Neufchâteau,0,Église Saint-Christophe,Classé,1908,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Christophe_de_Neufch%C3%A2teau,"(48.35419, 5.69367)"
